event_id,service,severity,message,gt_category,gt_root_cause,gt_remediation,is_labeled
E0376,checkout-api,INFO,INFO user session refreshed,,,,no
E0179,image-cdn,WARN,"disk usage 96% on /var/log, write failures beginning",,,,no
E0411,user-db-proxy,INFO,INFO cache warmup complete in 120ms,,,,no
E0322,payments-worker,INFO,GET /favicon.ico 404 1ms,,,,no
E0426,search-api,INFO,GET /favicon.ico 404 1ms,,,,no
E0224,auth-svc,ERROR,"rate limit exceeded: 429 from search-index, 12k req/min > 10k quota",,,,no
E0300,search-api,INFO,INFO cache warmup complete in 120ms,,,,no
E0093,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0143,user-db-proxy,ERROR,slow query 8400ms: SELECT * FROM orders WHERE user_id=? (no index),,,,no
E0400,image-cdn,INFO,INFO scheduled job nightly-report started,,,,no
E0266,gateway,INFO,INFO cache warmup complete in 120ms,,,,no
E0372,user-db-proxy,INFO,INFO cache warmup complete in 120ms,,,,no
E0090,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0328,recommendation-svc,INFO,GET /health 200 2ms,,,,no
E0424,checkout-api,INFO,INFO user session refreshed,,,,no
E0138,auth-svc,WARN,TLS handshake failed: certificate expired for cdn.lyzr.io,,,,no
E0011,image-cdn,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,resource_exhaustion,memory_leak,restart_pod_and_raise_heap_limit,yes
E0301,checkout-api,INFO,GET /health 200 2ms,,,,no
E0295,auth-svc,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0118,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0047,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0014,auth-svc,ERROR,NullPointerException at auth.TokenValidator.verify line 88,code_defect,null_pointer,ship_hotfix_null_guard,yes
E0129,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0310,image-cdn,INFO,INFO cache warmup complete in 120ms,,,,no
E0166,auth-svc,WARN,kafka consumer lag 240000 msgs on topic payments.events,,,,no
E0222,inventory-svc,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0021,search-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,resource_exhaustion,memory_leak,restart_pod_and_raise_heap_limit,yes
E0307,image-cdn,INFO,INFO cache warmup complete in 120ms,,,,no
E0384,auth-svc,INFO,INFO cache warmup complete in 120ms,,,,no
E0340,checkout-api,INFO,INFO cache warmup complete in 120ms,,,,no
E0253,search-api,WARN,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0277,image-cdn,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0257,checkout-api,INFO,GET /health 200 2ms,,,,no
E0140,checkout-api,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0207,search-api,WARN,"HTTP 503 from upstream payments-provider, circuit breaker OPEN",,,,no
E0418,user-db-proxy,INFO,INFO cache warmup complete in 120ms,,,,no
E0240,gateway,ERROR,"rate limit exceeded: 429 from search-index, 12k req/min > 10k quota",,,,no
E0064,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0225,notification-svc,ERROR,"rate limit exceeded: 429 from search-index, 12k req/min > 10k quota",,,,no
E0368,image-cdn,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0395,user-db-proxy,INFO,INFO user session refreshed,,,,no
E0373,auth-svc,INFO,GET /favicon.ico 404 1ms,,,,no
E0158,auth-svc,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0085,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0393,gateway,INFO,GET /health 200 2ms,,,,no
E0455,notification-svc,INFO,GET /health 200 2ms,,,,no
E0073,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0137,recommendation-svc,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0419,recommendation-svc,INFO,INFO cache warmup complete in 120ms,,,,no
E0332,auth-svc,INFO,INFO cache warmup complete in 120ms,,,,no
E0407,notification-svc,INFO,INFO user session refreshed,,,,no
E0279,notification-svc,INFO,INFO user session refreshed,,,,no
E0430,recommendation-svc,INFO,INFO scheduled job nightly-report started,,,,no
E0218,notification-svc,WARN,NullPointerException at auth.TokenValidator.verify line 88,,,,no
E0102,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0385,notification-svc,INFO,GET /health 200 2ms,,,,no
E0404,payments-worker,INFO,INFO scheduled job nightly-report started,,,,no
E0388,image-cdn,INFO,INFO scheduled job nightly-report started,,,,no
E0444,search-api,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0120,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0422,gateway,INFO,GET /favicon.ico 404 1ms,,,,no
E0037,auth-svc,ERROR,TLS handshake failed: certificate expired for cdn.lyzr.io,config_error,expired_cert,rotate_certificate_and_add_expiry_alert,yes
E0233,recommendation-svc,WARN,kafka consumer lag 240000 msgs on topic payments.events,,,,no
E0360,checkout-api,INFO,GET /health 200 2ms,,,,no
E0145,auth-svc,ERROR,"disk usage 96% on /var/log, write failures beginning",,,,no
E0362,recommendation-svc,INFO,INFO cache warmup complete in 120ms,,,,no
E0148,search-api,WARN,kafka consumer lag 240000 msgs on topic payments.events,,,,no
E0119,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0017,inventory-svc,ERROR,TLS handshake failed: certificate expired for cdn.lyzr.io,config_error,expired_cert,rotate_certificate_and_add_expiry_alert,yes
E0448,search-api,INFO,GET /favicon.ico 404 1ms,,,,no
E0438,image-cdn,INFO,GET /favicon.ico 404 1ms,,,,no
E0305,gateway,INFO,INFO cache warmup complete in 120ms,,,,no
E0353,user-db-proxy,INFO,GET /favicon.ico 404 1ms,,,,no
E0401,auth-svc,INFO,INFO scheduled job nightly-report started,,,,no
E0210,recommendation-svc,ERROR,"deadlock detected updating inventory rows, transaction rolled back",,,,no
E0002,checkout-api,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",dependency_failure,db_connection_pool_exhausted,increase_pool_size_and_add_timeout_retry,yes
E0383,gateway,INFO,GET /favicon.ico 404 1ms,,,,no
E0039,auth-svc,ERROR,kafka consumer lag 240000 msgs on topic payments.events,capacity,consumer_lag,scale_consumers_and_check_poison_message,yes
E0283,payments-worker,INFO,INFO user session refreshed,,,,no
E0089,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0123,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0081,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0042,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0339,recommendation-svc,INFO,INFO scheduled job nightly-report started,,,,no
E0136,gateway,WARN,"rate limit exceeded: 429 from search-index, 12k req/min > 10k quota",,,,no
E0109,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0321,inventory-svc,INFO,INFO scheduled job nightly-report started,,,,no
E0107,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0051,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0379,auth-svc,INFO,INFO user session refreshed,,,,no
E0313,checkout-api,INFO,INFO user session refreshed,,,,no
E0031,user-db-proxy,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,resource_exhaustion,memory_leak,restart_pod_and_raise_heap_limit,yes
E0318,gateway,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0292,search-api,INFO,INFO user session refreshed,,,,no
E0157,recommendation-svc,ERROR,kafka consumer lag 240000 msgs on topic payments.events,,,,no
E0220,auth-svc,ERROR,"rate limit exceeded: 429 from search-index, 12k req/min > 10k quota",,,,no
E0302,search-api,INFO,INFO scheduled job nightly-report started,,,,no
E0153,payments-worker,WARN,slow query 8400ms: SELECT * FROM orders WHERE user_id=? (no index),,,,no
E0227,inventory-svc,ERROR,"deadlock detected updating inventory rows, transaction rolled back",,,,no
E0231,notification-svc,ERROR,"disk usage 96% on /var/log, write failures beginning",,,,no
E0195,auth-svc,ERROR,"rate limit exceeded: 429 from search-index, 12k req/min > 10k quota",,,,no
E0268,image-cdn,INFO,GET /health 200 2ms,,,,no
E0398,inventory-svc,INFO,GET /favicon.ico 404 1ms,,,,no
E0116,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0317,inventory-svc,INFO,INFO user session refreshed,,,,no
E0405,payments-worker,INFO,GET /favicon.ico 404 1ms,,,,no
E0306,image-cdn,INFO,INFO scheduled job nightly-report started,,,,no
E0311,payments-worker,INFO,GET /favicon.ico 404 1ms,,,,no
E0214,search-api,ERROR,"deadlock detected updating inventory rows, transaction rolled back",,,,no
E0392,notification-svc,INFO,GET /favicon.ico 404 1ms,,,,no
E0286,checkout-api,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0061,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0128,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0044,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0156,search-api,ERROR,"rate limit exceeded: 429 from search-index, 12k req/min > 10k quota",,,,no
E0289,gateway,INFO,GET /favicon.ico 404 1ms,,,,no
E0416,image-cdn,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0077,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0078,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0450,gateway,INFO,INFO user session refreshed,,,,no
E0352,checkout-api,INFO,INFO scheduled job nightly-report started,,,,no
E0323,recommendation-svc,INFO,INFO scheduled job nightly-report started,,,,no
E0296,inventory-svc,INFO,GET /favicon.ico 404 1ms,,,,no
E0038,image-cdn,ERROR,slow query 8400ms: SELECT * FROM orders WHERE user_id=? (no index),performance,missing_index,add_index_and_review_query_plan,yes
E0443,search-api,INFO,GET /health 200 2ms,,,,no
E0206,image-cdn,WARN,"disk usage 96% on /var/log, write failures beginning",,,,no
E0034,search-api,ERROR,NullPointerException at auth.TokenValidator.verify line 88,code_defect,null_pointer,ship_hotfix_null_guard,yes
E0421,user-db-proxy,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0059,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0245,payments-worker,ERROR,"deadlock detected updating inventory rows, transaction rolled back",,,,no
E0130,user-db-proxy,ERROR,"connection timeout to postgres after 30000ms (pool exhausted, active=100 idle=0)",,,,no
E0027,notification-svc,ERROR,TLS handshake failed: certificate expired for cdn.lyzr.io,config_error,expired_cert,rotate_certificate_and_add_expiry_alert,yes
E0095,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0175,payments-worker,ERROR,kafka consumer lag 240000 msgs on topic payments.events,,,,no
E0226,inventory-svc,WARN,slow query 8400ms: SELECT * FROM orders WHERE user_id=? (no index),,,,no
E0246,payments-worker,WARN,"HTTP 503 from upstream payments-provider, circuit breaker OPEN",,,,no
E0241,payments-worker,ERROR,TLS handshake failed: certificate expired for cdn.lyzr.io,,,,no
E0146,search-api,ERROR,kafka consumer lag 240000 msgs on topic payments.events,,,,no
E0294,payments-worker,INFO,GET /favicon.ico 404 1ms,,,,no
E0007,auth-svc,ERROR,TLS handshake failed: certificate expired for cdn.lyzr.io,config_error,expired_cert,rotate_certificate_and_add_expiry_alert,yes
E0053,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0252,search-api,ERROR,"disk usage 96% on /var/log, write failures beginning",,,,no
E0386,gateway,INFO,GET /health 200 2ms,,,,no
E0327,search-api,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0453,notification-svc,INFO,INFO cache warmup complete in 120ms,,,,no
E0358,image-cdn,INFO,INFO user session refreshed,,,,no
E0150,image-cdn,WARN,"rate limit exceeded: 429 from search-index, 12k req/min > 10k quota",,,,no
E0284,gateway,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
E0028,checkout-api,ERROR,slow query 8400ms: SELECT * FROM orders WHERE user_id=? (no index),performance,missing_index,add_index_and_review_query_plan,yes
E0024,search-api,ERROR,NullPointerException at auth.TokenValidator.verify line 88,code_defect,null_pointer,ship_hotfix_null_guard,yes
E0141,auth-svc,ERROR,"disk usage 96% on /var/log, write failures beginning",,,,no
E0065,checkout-api,ERROR,OutOfMemoryError: Java heap space at com.lyzr.checkout.CartService.merge,,,,no
E0274,auth-svc,INFO,GET /favicon.ico 404 1ms,,,,no
E0363,checkout-api,INFO,DEBUG feature-flag evaluated: new_checkout=false,,,,no
